"","Report.ID","Model","Lighting","Weather...Clear","Weather...Snow","Weather...Cloudy","Weather...Fog.Smoke","Weather...Rain","Weather...Severe.Wind","Weather...Unknown","Weather...Other","Weather...Other.Text","Highest.Injury.Severity.Alleged"
"1356","13781-4190","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1357","13781-4194","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1358","13781-4193","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1359","13781-4196","Model Y","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1360","13781-4192","Model 3","Dark - Not Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1361","13781-4189","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1362","13781-4197","Model Y","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1363","13781-4183","Model X","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1364","13781-4181","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1365","13781-4185","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1366","13781-4188","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1367","13781-4186","Model X","Dark - Not Lighted"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1368","13781-4182","Model 3","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1369","13781-4184","Model S","Dawn / Dusk"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1370","13781-4191","Model 3","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1371","13781-4199","Model 3","Daylight"," "," "," "," "," ",NA,"Y"," ","","Serious"
"1372","13781-4166","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1373","13781-4206","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1374","13781-4205","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1375","13781-4199","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1376","13781-4197","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1377","13781-4196","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1378","13781-4195","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1379","13781-4194","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1380","13781-4193","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1381","13781-4192","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1382","13781-4191","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1383","13781-4190","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1384","13781-4189","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1385","13781-4188","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1386","13781-4187","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1387","13781-4186","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1388","13781-4185","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1389","13781-4184","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1390","13781-4183","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1391","13781-4182","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1392","13781-4181","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1393","10003-4179","LT","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1394","753-4134","EV6","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1395","13781-4166","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1396","13781-4156","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1397","13781-4155","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1398","13781-4153","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1399","13781-4129","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1400","13781-4125","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1401","13781-4124","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1402","12381-4095","Cascadia","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1403","13781-4156","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1404","13781-4155","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1405","13781-4153","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1406","13781-4122","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1407","13781-4121","Model 3","Dark - Not Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1408","13781-4120","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1409","13781-4118","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1410","13781-4107","Model 3","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1411","13781-4106","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1412","13781-4105","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1413","13781-4103","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1414","13781-4102","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1415","13781-4101","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1416","13781-4100","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1417","13781-4099","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1418","13781-4098","Model X","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1419","13781-4097","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1420","13781-4096","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1421","753-4134","EV6","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1422","855-4093","S580 4Matic","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"1423","13781-4129","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1424","13781-4086","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1425","13781-4125","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1426","13781-4124","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1427","13781-4122","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1428","13781-4121","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1429","13781-4120","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1430","13781-4118","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1431","13781-4085","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1432","13781-4084","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1433","13781-4076","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1434","13781-4070","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1435","13781-4068","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1436","13781-4065","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1437","13781-4066","Model S","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1438","13781-4067","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1439","13781-4069","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1440","13781-4107","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1441","13781-4106","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1442","13781-4105","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1443","12381-4095","Cascadia","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1444","13781-4103","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1445","13781-4102","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1446","13781-4101","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1447","13781-4100","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1448","13781-4099","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1449","13781-4098","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1450","13781-4097","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1451","13781-4096","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1452","13781-4011","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"1453","1243-4002","Forester","Daylight","Y"," "," "," "," ",NA," ","Y","Windy","Unknown"
"1454","855-4093","S580 4Matic","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1455","10039-3997","X5 sDrive40i","Dark - Unknown Lighting","Y"," "," "," "," ",NA," "," ","","Serious"
"1456","13781-3987","Model X","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1457","13781-3993","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1458","13781-4086","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1459","13781-4085","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1460","13781-4084","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1461","13781-4076","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1462","13781-4070","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1463","13781-4069","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1464","13781-4068","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1465","13781-4067","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1466","13781-4066","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1467","13781-4065","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1468","13781-4004","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1469","13781-3992","Model Y","Dark - Not Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1470","13781-3988","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1471","13781-3976","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1472","13781-3967","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1473","1306-3729","RAV4 HV","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1474","1306-3876","Camry HV","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1475","10039-3997","X5 sDrive40i","Dark - Unknown Lighting","Y"," "," "," "," ",NA," "," ","","Serious"
"1476","1243-3681","Forester","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"1477","1243-4002","Forester","Daylight","Y"," "," "," "," ",NA," ","Y","Windy","Unknown"
"1478","13781-3946","Model Y","Other, see Narrative","Y"," "," "," "," ",NA," "," ","","Unknown"
"1479","13781-4011","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"1480","945-3951","Rogue SV","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"1481","13781-4004","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1482","10039-3997","X5 sDrive40i","Dark - Unknown Lighting","Y"," "," "," "," ",NA," "," ","","Serious"
"1483","13781-3953","Model 3","Dawn / Dusk"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1484","13781-3952","Model X","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1485","13781-3945","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1486","13781-3947","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1487","13781-3948","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1488","13781-3993","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1489","13781-3992","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1490","13781-3988","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1491","13781-3987","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1492","13781-3976","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1493","13781-3949","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1494","13781-3939","Model X","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1495","13781-3935","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1496","13781-3934","Model 3","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1497","13781-3967","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1498","13781-3936","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1499","13781-3921","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1500","13781-3926","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1501","13781-3922","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1502","13781-3929","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1503","13781-3930","Model X","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1504","13781-3925","Model X","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1505","13781-3923","Model X","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1506","13781-3927","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1507","13781-3924","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1508","13781-3928","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1509","13781-3953","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1510","945-3951","Rogue SV","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"1511","13781-3952","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1512","13781-3949","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1513","13781-3948","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1514","13781-3947","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1515","13781-3946","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1516","13781-3945","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1517","502-3906","Edge","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1518","13781-3939","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1519","753-3912","EV6","Daylight"," "," ","Y"," "," ",NA," "," ","","No Injuries Reported"
"1520","13781-3936","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1521","13781-3935","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1522","13781-3934","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1523","13781-3896","Model 3","Dawn / Dusk"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1524","13781-3930","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1525","13781-3929","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1526","13781-3928","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1527","13781-3927","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1528","13781-3926","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1529","13781-3925","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1530","13781-3924","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1531","13781-3923","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1532","13781-3922","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1533","13781-3921","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1534","1306-3876","Camry HV","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1535","13781-3900","Model 3","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Fatality"
"1536","13781-3905","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1537","13781-3910","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Serious"
"1538","13781-3899","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1539","13781-3895","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1540","753-3912","EV6","Daylight"," "," ","Y"," "," ",NA," "," ","","No Injuries Reported"
"1541","13781-3910","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Serious"
"1542","502-3906","Edge","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1543","13781-3905","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1544","13781-3900","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"1545","13781-3899","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1546","13781-3896","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1547","13781-3895","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1548","13781-3790","Model Y","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1549","13781-3792","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1550","13781-3791","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1551","13781-3793","Model X","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1552","13781-3789","Model 3","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1553","13781-3771","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1554","13781-3847","Model 3","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Fatality"
"1555","1306-3876","Camry HV","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1556","273-3763","Grand Cherokee Overland 4x4","Daylight"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1557","1306-3711","Corolla","Dark - Not Lighted"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1558","13781-3765","Model S","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1559","13781-3745","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1560","13781-3742","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1561","13781-3743","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1562","13781-3747","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1563","1243-3681","Forester","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"1564","1243-3577","Outback","Daylight","Y"," "," "," "," ",NA," "," ","","Minor"
"1565","13781-3847","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"1566","1422-3730","C40","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1567","30571-3815","S-Class","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"1568","13781-3741","Model Y","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"1569","13781-3746","Model X","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1570","13781-3793","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1571","13781-3792","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1572","13781-3791","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1573","13781-3790","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1574","13781-3789","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1575","502-3744","Expedition","Daylight"," "," ","Y"," "," ",NA," "," ","","Minor"
"1576","13781-3740","Model Y","Daylight"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1577","13781-3739","Model Y","Daylight"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1578","30571-3768","S-Class","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"1579","1306-3729","RAV4 HV","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1580","13781-3771","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1581","1422-3730","C40","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1582","273-3763","Grand Cherokee Overland 4x4","Daylight"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1583","13781-3765","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1584","13781-3734","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1585","13781-3732","Model S","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1586","13781-3718","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1587","13781-3717","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1588","13781-3716","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1589","13781-3715","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1590","13781-3714","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1591","502-3744","Expedition","Daylight"," "," "," "," "," ",NA,"Y"," ","","Minor"
"1592","13781-3713","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Fatality"
"1593","1306-3711","Corolla","Dark - Not Lighted"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1594","13781-3708","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1595","13781-3747","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1596","13781-3746","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1597","13781-3745","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1598","13781-3743","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1599","13781-3742","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1600","13781-3741","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1601","13781-3740","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1602","13781-3739","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1603","13781-3734","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1604","13781-3732","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1605","1306-3729","RAV4 HV","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1606","1422-3730","C40","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1607","13781-3710","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Fatality"
"1608","13781-3709","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1609","13781-3707","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1610","13781-3700","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1611","13781-3702","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1612","13781-3701","Model Y","Daylight"," "," "," "," ","Y",NA," "," ","","Unknown"
"1613","13781-3687","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1614","13781-3686","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1615","13781-3718","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1616","13781-3717","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1617","13781-3716","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1618","13781-3715","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1619","13781-3714","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1620","1243-3681","Forester","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"1621","13781-3713","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"1622","1306-3711","Corolla","Dark - Not Lighted"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1623","13781-3710","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"1624","13781-3709","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1625","13781-3708","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1626","13781-3707","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1627","13781-3317","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1628","13781-3702","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1629","13781-3701","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1630","13781-3700","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1631","13781-3680","Model 3","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"1632","13781-3677","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1633","13781-3673","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1634","13781-3674","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1635","13781-3675","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1636","13781-3620","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1637","13781-3621","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1638","13781-3622","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1639","13781-3687","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1640","13781-3686","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1641","1243-3577","Outback","Daylight","Y"," "," "," "," ",NA," "," ","","Minor"
"1642","1306-3573","Sienna HV","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
